collection_name,creator,rarity_score,trait_count,past_avg_price,floor_price,sales_last_7d,sales_last_30d,twitter_followers,discord_members,engagement_rate,listing_count,days_since_mint,blockchain,sale_price
VeeFriends,Decentraland_Fdn,18.61,14.0,1.2114,0.5781,147,735,490805,425399.0,0.0342,4698,977,ethereum,1.6966
CloneX,Azuki_Team,354.99,11.0,4.7469,2.5855,44,176,61535,9184.0,0.0497,3551,63,ethereum,9.1445
Otherdeed,KevinRose_Team,492.32,3.0,19.8791,12.4065,185,925,576556,199182.0,0.0619,1797,183,polygon,5.1301
Azuki,KevinRose_Team,129.77,2.0,87.6143,28.6478,49,147,126540,194249.0,0.0708,2825,915,ethereum,40.9056
Sandbox Land,YugaLabs,232.27,13.0,11.9063,5.978,176,352,1224743,411234.0,0.0785,1830,988,ethereum,8.8002
Decentraland,YugaLabs,181.28,4.0,8.9778,3.1543,157,785,383929,362243.0,0.0561,3873,98,ethereum,7.9017
VeeFriends,Invisible_Studio,195.84,11.0,23.357,11.1177,62,248,492984,25393.0,0.0753,3632,319,ethereum,15.2992
Mutant Ape YC,Sandbox_AG,360.98,9.0,15.6299,12.7107,164,328,1175559,420342.0,0.0633,3129,728,polygon,3.6108
Art Blocks,KevinRose_Team,189.82,10.0,6.1162,2.9107,126,252,651048,109204.0,0.1447,1947,649,ethereum,6.7038
Mutant Ape YC,Evan_Conceicao,470.6,4.0,15.1169,6.6617,133,266,1301209,184923.0,0.0111,870,620,solana,6.7646
Mutant Ape YC,CoolCats_Dev,395.04,5.0,39.6302,18.479,75,225,1861711,85130.0,0.0883,3087,315,solana,6.7893
Moonbirds,Meebits_Dev,14.8,8.0,131.7105,43.3172,46,138,1862598,78846.0,0.0299,1692,647,polygon,22.0847
Mutant Ape YC,RTFKTstudios,409.46,1.0,35.8052,10.9258,139,417,1458792,263581.0,0.0569,4519,61,ethereum,24.8815
Invisible Friends,LarvaLabs,386.66,5.0,14.0203,4.7255,10,50,1937438,42440.0,0.0824,324,1047,ethereum,12.4523
Pudgy Penguins,CoolCats_Dev,258.73,8.0,10.3195,4.2001,69,345,1472280,40357.0,0.1142,4232,651,solana,4.4361
Pudgy Penguins,GaryVee,248.91,3.0,20.5905,8.7484,28,112,136193,392887.0,0.1467,3900,447,ethereum,13.7281
Moonbirds,WoW_NFT,417.93,5.0,10.1871,3.9008,0,0,1911894,172000.0,0.0745,2581,441,ethereum,11.7284
Invisible Friends,Azuki_Team,212.97,14.0,9.6761,5.627,1,5,1133825,324154.0,0.0393,4965,444,polygon,2.1356
Otherdeed,Decentraland_Fdn,80.57,5.0,3.8152,1.2593,18,54,12085,493123.0,0.1189,3586,522,ethereum,4.1175
Pudgy Penguins,SnowFro,157.14,13.0,66.7776,21.2524,187,748,1241219,25524.0,0.034,218,232,polygon,7.4265
Invisible Friends,Meebits_Dev,133.34,13.0,1.9031,1.1409,154,616,489349,397129.0,0.0767,1968,722,solana,2.1371
Sandbox Land,CyberKongz_Dev,340.85,10.0,8.6911,2.6684,197,591,1069058,54921.0,0.1272,4203,221,polygon,2.6244
World of Women,WoW_NFT,90.26,3.0,15.7293,5.0385,16,80,1316118,380319.0,0.0612,3882,377,ethereum,11.4476
Decentraland,GaryVee,322.74,3.0,100.7337,48.871,199,398,56038,153069.0,0.084,810,1045,solana,25.6095
Invisible Friends,Sandbox_AG,233.52,14.0,8.8315,2.6987,119,238,876823,67643.0,0.0188,859,677,ethereum,6.6197
Otherdeed,Sandbox_AG,419.99,1.0,2.6221,2.0153,158,474,111490,114439.0,0.0093,4620,1083,polygon,1.448
VeeFriends,Decentraland_Fdn,243.01,8.0,2.476,2.3141,171,855,226053,182343.0,0.148,237,789,polygon,1.4703
CloneX,Meebits_Dev,464.97,9.0,61.3402,32.8081,52,156,423027,364898.0,,4748,940,polygon,12.0924
Doodles,LarvaLabs,450.33,12.0,0.3702,0.1534,148,296,1562576,340325.0,0.051,2708,108,ethereum,3.8544
Decentraland,KevinRose_Team,93.46,13.0,2.5275,1.3454,129,645,826555,364341.0,0.0762,4039,605,ethereum,3.1753
CyberKongz,GaryVee,343.4,4.0,398.6361,118.8125,82,164,94621,10910.0,0.0568,1084,420,ethereum,217.3986
CyberKongz,CoolCats_Dev,108.1,8.0,14.9063,9.1071,98,196,1494284,487655.0,0.0155,1726,21,ethereum,10.5268
CryptoPunks,LarvaLabs,411.83,9.0,2.0242,1.1886,41,205,1087930,217044.0,0.0303,3646,108,ethereum,6.4846
RTFKT,RTFKTstudios,318.23,,11.0256,4.2618,37,111,283653,55763.0,,819,228,ethereum,6.9404
Azuki,RTFKTstudios,147.76,8.0,4.9064,4.8595,184,368,1125147,464302.0,0.0664,515,9,ethereum,6.1434
Art Blocks,LarvaLabs,125.31,2.0,34.8722,12.3709,146,438,497898,,0.1199,3049,525,polygon,5.9013
Invisible Friends,Sandbox_AG,215.36,13.0,79.2004,40.7478,113,452,1272104,41261.0,0.0475,52,62,solana,24.2396
CloneX,KevinRose_Team,400.56,8.0,24.6062,7.1439,138,690,1895191,218485.0,0.1411,4695,989,ethereum,17.3201
Chromie Squiggle,Sandbox_AG,398.28,3.0,6.3982,2.3449,81,162,631594,453139.0,0.0431,3381,711,polygon,2.3271
Decentraland,Invisible_Studio,17.65,3.0,13.0292,11.5248,49,147,1491030,341352.0,0.0504,3571,1155,polygon,2.5646
Moonbirds,Invisible_Studio,151.84,3.0,2.3879,1.9389,188,752,47690,97341.0,0.1424,2508,102,ethereum,3.3151
Azuki,Invisible_Studio,212.0,11.0,1.5828,1.2969,197,788,814581,350235.0,0.1262,3122,96,ethereum,5.301
VeeFriends,WoW_NFT,293.21,14.0,1.8338,0.5423,43,172,1778022,94634.0,0.0482,4760,1042,polygon,1.0846
Sandbox Land,Evan_Conceicao,75.61,7.0,1.8567,0.6851,160,480,149678,175976.0,0.0599,34,471,solana,1.7784
Art Blocks,YugaLabs,168.31,2.0,3.1625,1.5285,88,440,1858444,97798.0,0.1265,1244,911,polygon,1.9524
World of Women,SnowFro,442.91,13.0,1.6371,1.0905,141,282,187728,,0.0138,3488,228,solana,4.3439
Meebits,YugaLabs,238.8,9.0,20.7813,6.5266,21,105,964236,465634.0,,625,11,solana,8.3738
Bored Ape YC,Evan_Conceicao,372.33,8.0,1.598,1.0626,95,475,362497,22338.0,0.0802,1233,597,ethereum,6.2313
Pudgy Penguins,Evan_Conceicao,242.9,1.0,0.2852,0.1031,24,96,41770,301912.0,0.1245,125,688,ethereum,3.7669
Otherdeed,RTFKTstudios,233.03,,3.7244,1.2806,162,486,698904,124276.0,0.0851,285,134,ethereum,4.653
Cool Cats,KevinRose_Team,311.34,2.0,4.4182,2.5441,79,237,1161951,375419.0,0.074,2226,13,solana,3.6091
RTFKT,RTFKTstudios,130.42,9.0,4.9031,2.1673,52,156,1444894,69743.0,0.1444,3303,255,ethereum,5.5405
Chromie Squiggle,WoW_NFT,125.65,,43.2283,27.7554,139,278,632201,183267.0,0.0183,513,131,ethereum,29.0466
Invisible Friends,CyberKongz_Dev,494.69,8.0,4.1795,2.1463,190,380,985100,103031.0,0.1172,4913,1195,solana,5.2116
Meebits,SnowFro,434.63,8.0,44.0205,12.8985,67,268,365379,436638.0,,3880,1185,ethereum,32.6695
World of Women,Meebits_Dev,369.14,6.0,11.972,4.3808,143,572,1459340,41373.0,0.1102,3317,20,polygon,3.1544
Invisible Friends,Azuki_Team,69.44,9.0,13.2761,4.2599,137,411,338320,291010.0,0.0819,369,548,ethereum,8.881
Moonbirds,YugaLabs,16.08,6.0,3.8675,1.6447,97,291,1722138,60307.0,0.0404,2599,462,solana,1.1464
Cool Cats,Azuki_Team,88.53,7.0,6.6722,4.1764,161,322,358921,299957.0,0.082,4604,33,solana,4.5482
CyberKongz,Decentraland_Fdn,468.93,10.0,4.9785,1.7894,25,125,1328290,383979.0,0.132,1197,800,ethereum,7.8152
Otherdeed,Azuki_Team,408.33,11.0,12.3738,5.496,175,875,662016,376185.0,0.0714,2708,1020,polygon,3.9826
Doodles,CyberKongz_Dev,262.01,3.0,4.8677,3.3754,80,160,1993003,16769.0,0.002,2825,733,ethereum,5.9776
RTFKT,Sandbox_AG,484.42,14.0,2.93,1.4426,8,24,561600,386843.0,0.0094,3484,1100,ethereum,6.6839
World of Women,Decentraland_Fdn,74.14,2.0,38.1227,14.7357,197,788,1897482,148505.0,0.0953,4593,765,polygon,5.9567
Pudgy Penguins,RTFKTstudios,280.02,4.0,21.2301,7.4798,154,308,1672931,340963.0,0.102,663,658,polygon,3.3076
Azuki,Azuki_Team,92.43,5.0,4.2096,2.6178,163,326,936194,481911.0,0.0609,323,1137,ethereum,2.4099
CryptoPunks,Azuki_Team,153.91,5.0,17.0237,5.3366,29,145,990881,59543.0,0.0372,456,847,ethereum,13.6033
Art Blocks,Decentraland_Fdn,470.13,5.0,7.8984,4.0528,150,300,707900,181419.0,0.1077,1343,917,polygon,3.4106
Meebits,CoolCats_Dev,434.27,5.0,2.6548,1.5823,139,556,855581,433376.0,0.0463,1774,936,ethereum,5.8875
Bored Ape YC,CoolCats_Dev,51.8,7.0,7.2564,4.8773,180,900,932246,70843.0,0.012,4393,39,ethereum,6.3337
Invisible Friends,Evan_Conceicao,125.52,11.0,6.4038,2.1272,74,296,292094,130523.0,0.062,2606,881,ethereum,6.4375
Chromie Squiggle,KevinRose_Team,297.66,12.0,2.719,1.4421,185,555,646141,274587.0,0.0813,3727,898,ethereum,4.8375
Bored Ape YC,KevinRose_Team,31.62,5.0,1.4119,0.6393,141,282,1751843,498097.0,0.1449,2881,593,solana,1.4071
Decentraland,Sandbox_AG,275.49,4.0,4.5379,2.9144,50,200,1957822,147424.0,0.0892,4762,677,ethereum,7.6208
Doodles,Decentraland_Fdn,292.66,10.0,24.0284,8.8495,42,126,110117,,0.032,1655,999,ethereum,11.3339
Mutant Ape YC,WoW_NFT,146.19,1.0,5.7493,1.9472,180,900,1464798,397907.0,0.125,3348,171,solana,3.4196
Mutant Ape YC,KevinRose_Team,147.27,7.0,170.5893,92.2821,128,512,479442,60086.0,0.0444,1370,633,ethereum,100.9788
Decentraland,CoolCats_Dev,115.31,4.0,43.6223,12.9724,23,46,1307940,163874.0,0.1439,1174,924,polygon,9.5474
Decentraland,Azuki_Team,467.9,9.0,23.0793,21.4387,25,75,1243133,158111.0,0.0495,4907,312,ethereum,22.4577
RTFKT,YugaLabs,195.05,2.0,15.5062,11.6382,165,660,1757835,200606.0,0.1365,129,317,solana,6.4121
Bored Ape YC,Evan_Conceicao,293.05,12.0,102.3555,41.4065,33,132,1404773,286809.0,0.132,1370,5,polygon,15.7214
Cool Cats,LarvaLabs,151.49,4.0,4.7994,1.743,43,172,1647315,110887.0,0.1297,1936,375,solana,4.0095
Cool Cats,LarvaLabs,351.63,8.0,0.3374,0.2074,122,244,1602412,195783.0,0.0069,698,430,ethereum,4.79
Cool Cats,Evan_Conceicao,51.62,9.0,6.2585,2.6239,172,344,1294952,458432.0,0.1276,3861,1142,ethereum,5.4516
CloneX,Invisible_Studio,36.75,7.0,15.7275,8.7571,67,134,820877,414357.0,0.1085,1803,100,polygon,2.9137
CloneX,Azuki_Team,372.4,7.0,12.8213,5.3753,133,532,674523,478134.0,0.0508,2299,775,ethereum,14.0417
RTFKT,Meebits_Dev,363.61,4.0,16.5186,6.2374,140,280,693806,341134.0,0.074,1526,76,ethereum,16.208
Otherdeed,Azuki_Team,133.24,11.0,75.0566,21.8695,120,600,717639,291163.0,0.0963,4460,959,ethereum,37.7852
Mutant Ape YC,CoolCats_Dev,178.17,8.0,15.164,7.0885,137,411,577458,106803.0,0.1416,2114,563,solana,5.5234
Art Blocks,SnowFro,478.67,4.0,30.6331,11.6896,45,135,621768,79518.0,0.1172,3938,511,polygon,5.7548
VeeFriends,GaryVee,53.06,4.0,3.5488,1.4514,124,248,1136405,269472.0,0.0648,3122,1132,ethereum,2.3029
Mutant Ape YC,Sandbox_AG,92.39,7.0,2.1597,1.2039,0,0,540711,202500.0,0.0972,4779,899,polygon,0.8118
Otherdeed,Evan_Conceicao,215.59,,50.762,31.0916,146,730,697596,393787.0,0.0287,3019,127,ethereum,32.0664
World of Women,Sandbox_AG,141.77,14.0,17.5517,5.0586,158,316,1418317,4926.0,0.0642,4929,320,ethereum,8.8891
Chromie Squiggle,CoolCats_Dev,324.86,6.0,3.2186,2.1215,158,632,656524,445627.0,0.1189,3494,329,ethereum,4.0152
Invisible Friends,CoolCats_Dev,345.61,6.0,6.3269,2.1262,5,10,213562,85337.0,0.0914,304,732,ethereum,7.9584
Invisible Friends,RTFKTstudios,263.67,2.0,2.8103,2.0566,182,364,34273,197532.0,0.1177,791,996,ethereum,5.9458
CloneX,CyberKongz_Dev,305.99,8.0,5.7631,1.9141,86,344,1530415,178175.0,0.077,3950,765,solana,4.1551
CloneX,Decentraland_Fdn,217.28,4.0,1.4072,0.961,16,64,1896657,462239.0,0.0576,239,482,polygon,1.0645
CloneX,CoolCats_Dev,,12.0,2.5306,0.7404,106,424,1365265,,0.1116,958,896,ethereum,7.0219
CryptoPunks,Sandbox_AG,22.01,8.0,9.6289,3.5466,114,228,121658,18081.0,0.015,3956,910,ethereum,5.6345
Mutant Ape YC,Invisible_Studio,157.13,4.0,2.6958,2.2001,80,160,1126919,426529.0,0.1468,1780,97,ethereum,5.3904
World of Women,RTFKTstudios,342.53,13.0,46.2458,16.9216,149,447,542107,338377.0,0.1423,1093,651,solana,12.2274
CryptoPunks,RTFKTstudios,165.49,12.0,15.9842,6.3706,108,216,641935,34151.0,0.1322,997,853,solana,7.4165
CloneX,Sandbox_AG,,5.0,11.3617,6.1619,43,215,1842878,391014.0,0.1328,1585,725,solana,5.6594
Chromie Squiggle,RTFKTstudios,173.16,2.0,3.0348,1.8372,124,372,1648879,17054.0,,4190,294,ethereum,4.5784
Decentraland,YugaLabs,356.04,4.0,10.8405,3.8759,52,208,1470828,212628.0,0.0752,2283,194,ethereum,11.0046
Mutant Ape YC,GaryVee,61.87,6.0,19.7216,6.9116,23,46,1002047,81132.0,0.1232,4769,349,ethereum,12.874
Chromie Squiggle,Evan_Conceicao,362.59,6.0,19.2437,10.585,53,212,1156490,5586.0,0.0432,3584,423,ethereum,11.9032
Doodles,GaryVee,387.95,12.0,12.7754,4.0041,181,362,1831861,279805.0,0.1276,1348,1105,ethereum,10.3349
Moonbirds,YugaLabs,318.02,14.0,27.358,16.3618,114,342,1321797,,0.0309,826,746,ethereum,20.4153
Sandbox Land,WoW_NFT,122.87,11.0,5.3152,4.5249,63,189,1158190,239893.0,0.132,4719,1003,solana,4.2736
Sandbox Land,Evan_Conceicao,402.84,12.0,29.0082,11.6048,73,146,194571,171347.0,0.0816,4512,33,ethereum,14.8549
Otherdeed,WoW_NFT,108.01,2.0,3.1561,2.4897,171,342,1992906,256787.0,0.1266,622,940,ethereum,5.9664
Chromie Squiggle,Evan_Conceicao,453.0,3.0,0.8612,0.5091,133,665,1617390,75991.0,0.0745,1614,226,polygon,1.857
Moonbirds,Evan_Conceicao,353.62,13.0,14.026,6.1844,154,462,729804,25084.0,0.0917,3718,679,ethereum,11.708
Chromie Squiggle,Invisible_Studio,28.31,9.0,18.3629,10.7016,122,488,500588,78638.0,0.1391,4913,464,polygon,4.2284
Otherdeed,CyberKongz_Dev,399.84,4.0,13.7435,8.9389,198,792,1935648,27215.0,0.0633,4519,1036,ethereum,18.0101
Doodles,RTFKTstudios,253.71,12.0,20.5143,7.4382,131,524,1912449,384605.0,0.0338,1434,809,solana,8.3952
Decentraland,SnowFro,226.87,3.0,6.9834,2.9497,80,320,840826,304391.0,0.0146,4485,552,ethereum,8.4801
RTFKT,KevinRose_Team,210.84,11.0,5.2758,1.7022,50,250,463133,93775.0,0.0889,3631,611,ethereum,4.6768
Decentraland,Azuki_Team,303.71,13.0,21.3152,8.6891,9,36,1595745,284974.0,0.0921,2318,848,polygon,3.9971
Mutant Ape YC,YugaLabs,362.56,7.0,16.5123,7.4763,153,459,1250916,242100.0,0.0935,1889,862,ethereum,9.8425
World of Women,Invisible_Studio,448.09,10.0,3.7796,2.2863,186,558,1800213,55739.0,0.0065,4067,688,ethereum,6.8991
Otherdeed,LarvaLabs,137.2,11.0,50.5665,16.9677,132,660,1090876,485197.0,0.0051,4184,872,ethereum,30.0818
Doodles,WoW_NFT,315.76,13.0,2.3182,1.5536,97,291,1103918,468922.0,0.1344,4571,947,ethereum,5.8288
Sandbox Land,Evan_Conceicao,343.48,9.0,3.5724,2.225,26,104,286634,379433.0,0.1046,2317,38,polygon,2.6885
World of Women,Sandbox_AG,337.72,5.0,99.126,31.9352,128,640,1206422,404365.0,0.0179,1340,440,ethereum,74.0668
Chromie Squiggle,Azuki_Team,247.01,3.0,36.258,12.7088,40,80,726172,273642.0,0.0121,4353,1082,ethereum,20.53
VeeFriends,GaryVee,196.12,5.0,7.3851,2.9165,124,248,411327,401922.0,0.0251,1521,386,ethereum,6.0351
CryptoPunks,KevinRose_Team,381.43,1.0,6.9428,6.3272,60,120,1562694,264184.0,0.1212,3772,989,polygon,3.4338
RTFKT,WoW_NFT,150.7,10.0,7.1134,5.3965,173,346,691921,83119.0,0.1087,2551,659,ethereum,8.698
Mutant Ape YC,Azuki_Team,104.82,6.0,0.3739,0.1662,187,748,425569,,0.0962,2934,326,polygon,0.8129
Meebits,YugaLabs,273.37,10.0,4.328,1.5102,46,184,1921147,427016.0,0.0965,1056,420,solana,3.9568
Azuki,Azuki_Team,134.54,1.0,9.1085,4.2164,65,195,1925733,223267.0,0.129,1257,581,ethereum,8.2871
Sandbox Land,GaryVee,17.58,5.0,3.0477,2.9214,184,368,989359,364741.0,,3267,150,polygon,0.8156
RTFKT,SnowFro,26.74,6.0,8.8058,6.0286,3,12,591319,72535.0,0.049,1306,370,ethereum,4.8251
Decentraland,Invisible_Studio,347.81,2.0,42.9644,17.381,103,206,324053,223973.0,0.0644,3348,817,ethereum,25.8475
CloneX,CyberKongz_Dev,486.6,12.0,8.3352,3.047,28,112,1253629,41882.0,0.1485,4957,1088,polygon,2.844
Doodles,Sandbox_AG,227.89,9.0,1.3649,1.2596,86,430,1221810,,0.0837,421,1140,solana,2.689
Cool Cats,LarvaLabs,74.38,12.0,7.3351,6.6182,6,18,1237924,54657.0,0.0825,4627,459,ethereum,5.9839
CryptoPunks,Meebits_Dev,409.22,12.0,5.0069,3.0285,28,84,1535622,104139.0,0.1216,866,953,ethereum,5.403
Art Blocks,Meebits_Dev,131.46,1.0,4.4921,3.7163,80,320,941821,303344.0,0.0275,700,475,ethereum,3.1823
VeeFriends,Meebits_Dev,497.82,13.0,7.4362,3.1578,12,24,1366790,2811.0,0.0614,4172,968,ethereum,10.8867
Chromie Squiggle,SnowFro,282.07,1.0,86.4585,66.0364,159,636,1310893,96857.0,0.0966,1028,1094,ethereum,48.0385
RTFKT,Meebits_Dev,117.08,13.0,0.7982,0.3046,115,345,1591327,345522.0,0.1482,3241,535,ethereum,2.7203
Mutant Ape YC,GaryVee,248.51,10.0,8.2768,2.8123,90,270,1487282,74757.0,0.024,543,721,ethereum,7.0431
World of Women,SnowFro,168.36,12.0,15.2878,4.4619,94,188,72364,277832.0,0.0684,442,1040,ethereum,8.3633
Sandbox Land,Meebits_Dev,389.96,7.0,5.9171,1.7553,167,835,1238196,433578.0,0.1359,1014,166,polygon,2.0223
Cool Cats,LarvaLabs,53.8,,22.2116,13.1944,169,507,1950831,390034.0,0.1091,2608,296,polygon,5.0989
Sandbox Land,WoW_NFT,428.64,3.0,12.7669,11.8925,9,18,1120209,61094.0,0.0925,1458,751,polygon,3.853
Invisible Friends,YugaLabs,383.9,2.0,7.7174,4.2321,137,685,1059767,73848.0,0.0393,1124,215,ethereum,10.6389
Invisible Friends,Invisible_Studio,430.82,12.0,8.9754,3.2388,93,465,1213451,352846.0,0.0289,4189,953,ethereum,11.3807
Chromie Squiggle,CyberKongz_Dev,447.6,,4.5041,3.9183,156,624,1120214,173312.0,0.0568,878,320,ethereum,9.3199
VeeFriends,Azuki_Team,115.66,4.0,7.5062,3.9521,157,314,804210,208558.0,0.039,484,406,ethereum,7.6822
Cool Cats,Invisible_Studio,260.98,2.0,7.1189,4.0794,141,705,1987903,238430.0,0.1215,560,973,ethereum,8.0883
Chromie Squiggle,WoW_NFT,,2.0,5.5379,3.5766,134,268,142210,289581.0,0.1084,4411,632,ethereum,10.6488
Invisible Friends,Meebits_Dev,189.32,4.0,16.7786,6.0675,42,84,1628604,224642.0,0.1254,2383,949,polygon,3.9648
Otherdeed,SnowFro,,11.0,29.2991,11.0657,170,680,319816,11775.0,0.0265,4859,752,ethereum,18.7243
Meebits,YugaLabs,146.53,13.0,2.3949,1.024,140,420,413327,47339.0,0.0472,4038,617,polygon,0.9069
Moonbirds,Invisible_Studio,121.72,,4.1624,1.2702,54,108,1213604,109.0,0.1155,1415,612,ethereum,4.4509
Cool Cats,SnowFro,435.16,14.0,0.6916,0.5498,46,184,1276054,132522.0,0.0254,3955,963,polygon,1.1076
CloneX,WoW_NFT,232.46,6.0,17.4191,12.6756,100,300,1854384,,0.0227,2286,1198,ethereum,17.6574
Doodles,SnowFro,342.09,5.0,11.8536,6.052,68,340,589007,485902.0,0.0581,2804,30,ethereum,9.6272
CryptoPunks,CyberKongz_Dev,,10.0,21.6931,8.218,135,270,51968,237773.0,0.0288,2651,608,ethereum,15.0308
Sandbox Land,SnowFro,150.29,2.0,1.9834,0.8062,81,405,510464,13713.0,0.0128,3794,940,solana,1.4002
CyberKongz,SnowFro,380.84,13.0,45.2304,38.1657,33,132,1088298,35746.0,0.0476,1036,772,ethereum,32.4879
Doodles,Invisible_Studio,12.36,11.0,7.3301,2.1584,79,158,715051,407521.0,0.1315,306,581,ethereum,4.8008
Mutant Ape YC,Meebits_Dev,52.95,1.0,9.6666,5.4841,163,652,504496,171793.0,0.0094,3660,952,ethereum,9.4481
Doodles,Azuki_Team,81.77,3.0,23.7069,12.4942,166,830,1828273,440832.0,0.0853,4769,562,polygon,5.1414
Moonbirds,Decentraland_Fdn,156.9,,3.5087,1.3711,62,124,1123698,253226.0,0.0849,2904,164,ethereum,4.0626
Moonbirds,Invisible_Studio,202.09,11.0,7.8242,2.3266,159,795,1344207,439610.0,0.0801,596,327,ethereum,4.8943
Azuki,Sandbox_AG,239.03,4.0,14.7626,5.5567,18,54,1499439,67833.0,0.0763,569,53,ethereum,6.0016
CyberKongz,Azuki_Team,123.42,11.0,468.1985,138.2367,196,980,818629,429121.0,0.0036,2727,842,solana,98.0954
CryptoPunks,WoW_NFT,34.04,7.0,9.4491,6.4324,153,306,1471038,273214.0,0.0081,4480,1167,ethereum,4.9971
World of Women,LarvaLabs,339.08,10.0,78.4578,30.8037,8,32,1927524,218810.0,0.0772,3072,455,ethereum,46.6009
VeeFriends,Sandbox_AG,12.81,6.0,58.5103,19.0451,141,705,1449909,264422.0,0.1453,1517,878,solana,15.906
Art Blocks,CyberKongz_Dev,404.93,7.0,15.8398,6.97,98,294,594055,163652.0,0.0618,3107,1178,ethereum,13.3401
Doodles,LarvaLabs,464.65,6.0,2.6057,1.3675,176,352,1557957,301457.0,0.0714,789,472,ethereum,6.1065
VeeFriends,YugaLabs,355.47,3.0,55.3415,15.9859,47,141,472604,385037.0,0.1473,2401,1058,ethereum,31.8568
Sandbox Land,Invisible_Studio,298.38,3.0,1.0042,0.7425,178,712,145685,405149.0,0.1171,4909,22,ethereum,3.357
Cool Cats,Sandbox_AG,328.85,3.0,62.0391,30.6015,174,696,888526,489131.0,0.1157,3150,813,ethereum,36.4181
RTFKT,Decentraland_Fdn,326.46,12.0,18.1373,5.6974,55,165,1019400,206448.0,0.0762,523,200,ethereum,15.6234
World of Women,Evan_Conceicao,465.92,,0.6057,0.1863,86,430,939847,384440.0,0.1348,1015,938,polygon,1.7901
Sandbox Land,SnowFro,482.19,6.0,10.2783,2.9784,128,512,523926,444291.0,0.0876,307,12,polygon,3.6908
Azuki,Decentraland_Fdn,213.93,12.0,31.553,9.8231,48,192,546237,8982.0,0.0988,2015,999,ethereum,11.0961
Otherdeed,YugaLabs,308.92,13.0,3.8018,3.3722,199,995,1842580,237389.0,0.1183,1195,476,ethereum,4.1285
VeeFriends,RTFKTstudios,401.6,4.0,35.1387,10.5699,38,190,583458,350403.0,0.0616,4898,285,ethereum,23.1461
RTFKT,RTFKTstudios,1.52,5.0,3.3458,1.616,48,144,1565867,228628.0,0.143,1603,666,solana,2.072
CyberKongz,GaryVee,263.98,6.0,2.4582,0.935,100,300,515563,50095.0,0.1482,183,1187,ethereum,5.0365
CyberKongz,Evan_Conceicao,326.79,12.0,8.1681,4.1135,94,376,215535,327877.0,0.0885,2174,193,ethereum,12.667
Azuki,KevinRose_Team,358.89,10.0,14.1232,4.6547,10,40,126906,203119.0,0.0341,3689,372,ethereum,8.0367
Art Blocks,Evan_Conceicao,185.03,8.0,7.1984,2.9504,182,546,486870,308798.0,0.1165,3428,768,ethereum,5.7813
CyberKongz,LarvaLabs,148.53,4.0,60.8623,19.5456,48,192,1682669,775.0,0.049,4884,113,ethereum,32.4362
Decentraland,Meebits_Dev,91.89,6.0,2.3984,1.6157,20,80,910712,5816.0,0.087,1834,1145,polygon,1.1044
Cool Cats,SnowFro,279.35,1.0,9.544,6.526,103,515,1390213,301486.0,0.0139,2619,628,ethereum,8.4503
Art Blocks,Invisible_Studio,459.73,10.0,10.216,4.8626,185,555,1925835,491217.0,0.1213,2801,1188,solana,4.8842
Doodles,GaryVee,448.09,13.0,0.7003,0.6921,0,0,96685,,0.1439,130,498,ethereum,6.6554
World of Women,Meebits_Dev,180.62,12.0,2.5149,0.9205,97,194,219791,,0.015,38,999,polygon,1.375
VeeFriends,KevinRose_Team,129.67,5.0,7.911,4.5462,182,910,1840252,423637.0,0.11,3981,397,polygon,1.9266
CryptoPunks,KevinRose_Team,394.61,7.0,115.5949,48.3004,178,356,1136160,140714.0,0.1293,1930,533,solana,38.4823
Invisible Friends,CoolCats_Dev,362.77,14.0,10.5529,8.9811,34,170,1235986,51263.0,0.0173,3444,416,ethereum,10.8759
Meebits,CyberKongz_Dev,253.16,6.0,0.8062,0.5651,124,248,682904,279335.0,0.0378,4725,657,ethereum,3.9068
Doodles,WoW_NFT,195.13,12.0,0.2744,0.1073,167,835,1653682,310251.0,0.0594,1230,268,ethereum,3.5026
Otherdeed,Decentraland_Fdn,62.78,9.0,19.0552,10.8013,134,670,1292857,385265.0,0.1257,3876,604,ethereum,10.2058
Mutant Ape YC,RTFKTstudios,392.78,7.0,6.1365,3.993,131,655,515802,260553.0,0.0745,1076,1008,ethereum,7.2024
Mutant Ape YC,Meebits_Dev,309.11,9.0,27.7141,17.6285,154,770,1297589,460241.0,0.0214,3706,187,solana,9.7805
Invisible Friends,RTFKTstudios,189.06,4.0,2.3941,1.5576,90,270,8256,421998.0,0.0392,807,951,solana,2.4625
World of Women,KevinRose_Team,459.48,6.0,17.4465,6.8227,13,26,481562,292994.0,0.0706,1529,1025,ethereum,9.0296
Cool Cats,Decentraland_Fdn,330.18,5.0,17.5583,12.3717,127,635,408251,275737.0,0.0069,2356,42,ethereum,17.5641
Meebits,Meebits_Dev,464.69,11.0,4.9952,2.6197,125,500,1571725,9568.0,0.095,2445,811,solana,4.7073
Otherdeed,WoW_NFT,237.73,9.0,7.3098,2.6877,170,850,1470407,390458.0,0.0048,161,582,solana,3.2878
Decentraland,CoolCats_Dev,227.85,6.0,10.552,4.6196,184,736,182979,340370.0,0.1173,4224,765,ethereum,11.6158
Sandbox Land,Sandbox_AG,468.68,12.0,21.4298,8.5953,67,268,1812957,448113.0,0.1103,40,354,ethereum,17.15
Sandbox Land,Azuki_Team,479.94,7.0,7.1686,4.4053,191,573,1636368,46629.0,0.13,4401,265,polygon,2.1789
